,l1,l2,imputed_semantic_domain,rho,nconcepts_compared
29023,ro,ru,kinship,0.399073887422,27
29024,ro,ru,law,0.350063592425,2
29025,ro,ru,motion,0.260400533055,77
29026,ro,ru,physical_world,0.234305418513,61
29027,ro,ru,posession,0.277956732086,42
29028,ro,ru,quantity,0.511634146728,41
29029,ro,ru,religion_and_belief,0.190334755155,4
29030,ro,ru,sense_perception,0.258510710611,50
29031,ro,ru,social_and_political_relations,0.215839627926,20
29032,ro,ru,spatial_relations,0.317353425377,99
29033,ro,ru,speech_and_language,0.138484345792,32
29034,ro,ru,the_house,0.318196877632,19
29035,ro,ru,time,0.467170160743,69
29036,ro,ru,warfare_and_hunting,0.364528824416,19
29037,ro,sk,agriculture_and_vegetation,0.0909747008509,30
29038,ro,sk,animals,0.11265169155,40
29039,ro,sk,basic_actions_and_technology,0.318145071281,51
29040,ro,sk,body_parts,0.224420811059,97
29041,ro,sk,clothing_and_grooming,0.337577243642,34
29042,ro,sk,cognition,0.288980144176,50
29043,ro,sk,emotion_and_values,0.266904404532,36
29044,ro,sk,food_and_drink,0.329673737504,40
29045,ro,sk,kinship,0.256383610943,27
29046,ro,sk,law,0.471027988603,2
29047,ro,sk,motion,0.142289524136,69
29048,ro,sk,physical_world,0.359069042526,56
29049,ro,sk,posession,0.394541839037,43
29050,ro,sk,quantity,0.596752570157,41
29051,ro,sk,religion_and_belief,0.184892720525,4
29052,ro,sk,sense_perception,0.360774549279,47
29053,ro,sk,social_and_political_relations,0.352448065122,21
29054,ro,sk,spatial_relations,0.369041072156,95
29055,ro,sk,speech_and_language,0.245296240653,28
29056,ro,sk,the_house,0.114265387693,18
29057,ro,sk,time,0.456732042107,67
29058,ro,sk,warfare_and_hunting,0.420901454378,17
29059,ro,sl,animals,,0
29060,ro,sl,basic_actions_and_technology,-0.71600681361,1
29061,ro,sl,body_parts,0.770947387624,5
29062,ro,sl,cognition,-0.564809886404,3
29063,ro,sl,emotion_and_values,,0
29064,ro,sl,kinship,,0
29065,ro,sl,law,-1.0,1
29066,ro,sl,motion,0.11161582604,1
29067,ro,sl,physical_world,-0.0488278480739,7
29068,ro,sl,quantity,0.0856378795961,13
29069,ro,sl,religion_and_belief,-1.0,1
29070,ro,sl,social_and_political_relations,0.707699964892,2
29071,ro,sl,spatial_relations,-0.285111105508,10
29072,ro,sl,speech_and_language,-1.0,1
29073,ro,sl,time,-0.136635653136,3
29074,ro,sl,warfare_and_hunting,0.625868995514,2
29075,ro,sv,agriculture_and_vegetation,0.184253087446,29
29076,ro,sv,animals,0.234577690188,39
29077,ro,sv,basic_actions_and_technology,0.269648278979,55
29078,ro,sv,body_parts,0.197812307153,97
29079,ro,sv,clothing_and_grooming,0.267620712497,35
29080,ro,sv,cognition,0.320424636985,53
29081,ro,sv,emotion_and_values,0.185867031942,38
29082,ro,sv,food_and_drink,0.061333675247,45
29083,ro,sv,kinship,0.387092862435,27
29084,ro,sv,law,0.39518055005,2
29085,ro,sv,motion,0.121689290423,78
29086,ro,sv,physical_world,0.243849645631,62
29087,ro,sv,posession,0.368482885357,44
29088,ro,sv,quantity,0.600868161028,41
29089,ro,sv,religion_and_belief,0.276093238071,4
29090,ro,sv,sense_perception,0.168415884327,52
29091,ro,sv,social_and_political_relations,0.210309929301,21
29092,ro,sv,spatial_relations,0.255051001399,103
29093,ro,sv,speech_and_language,0.177023018449,32
29094,ro,sv,the_house,0.111298897409,19
29095,ro,sv,time,0.429760687245,70
29096,ro,sv,warfare_and_hunting,0.340434447616,18
29097,ro,ta,agriculture_and_vegetation,0.123408393937,27
29098,ro,ta,animals,0.197950905893,33
29099,ro,ta,basic_actions_and_technology,0.14839151319,39
29100,ro,ta,body_parts,0.318823393789,74
29101,ro,ta,clothing_and_grooming,0.0574260751043,29
29102,ro,ta,cognition,0.125302661449,40
29103,ro,ta,emotion_and_values,0.0234475401768,29
29104,ro,ta,food_and_drink,0.20467965652,34
29105,ro,ta,kinship,0.28205081634,27
29106,ro,ta,law,0.477703888909,2
29107,ro,ta,motion,0.309524937752,55
29108,ro,ta,physical_world,0.3715322036,50
29109,ro,ta,posession,0.215133818572,33
29110,ro,ta,quantity,0.525034929929,37
29111,ro,ta,religion_and_belief,0.416403205275,4
29112,ro,ta,sense_perception,0.212348063779,40
29113,ro,ta,social_and_political_relations,0.0800809669414,17
29114,ro,ta,spatial_relations,0.30860583034,80
29115,ro,ta,speech_and_language,0.271245488581,23
29116,ro,ta,the_house,0.435504589655,15
29117,ro,ta,time,0.362877163303,58
29118,ro,ta,warfare_and_hunting,0.241895064401,15
29119,ro,te,agriculture_and_vegetation,-0.00706812942314,17
29120,ro,te,animals,0.10105543292,28
29121,ro,te,basic_actions_and_technology,0.389004252662,33
29122,ro,te,body_parts,0.127136866353,73
29123,ro,te,clothing_and_grooming,0.243598853169,24
29124,ro,te,cognition,0.129081579249,40
29125,ro,te,emotion_and_values,0.0705596938501,26
29126,ro,te,food_and_drink,0.0711635290056,32
29127,ro,te,kinship,0.405780060833,21
29128,ro,te,law,0.857669290697,2
29129,ro,te,motion,0.221269274674,37
29130,ro,te,physical_world,0.20629060008,44
29131,ro,te,posession,0.156396352666,26
29132,ro,te,quantity,0.325190708671,26
29133,ro,te,religion_and_belief,0.114767041797,2
29134,ro,te,sense_perception,0.361516304248,28
29135,ro,te,social_and_political_relations,0.30294593474,14
29136,ro,te,spatial_relations,0.199463566871,62
29137,ro,te,speech_and_language,-0.0852109498103,18
29138,ro,te,the_house,0.108830819011,14
29139,ro,te,time,0.382791442436,46
29140,ro,te,warfare_and_hunting,0.329533204642,15
29141,ro,tr,agriculture_and_vegetation,0.132373010092,28
29142,ro,tr,animals,0.270070890182,40
29143,ro,tr,basic_actions_and_technology,0.190318736916,57
29144,ro,tr,body_parts,0.186642468521,101
29145,ro,tr,clothing_and_grooming,0.267091991447,33
29146,ro,tr,cognition,0.345319676143,53
29147,ro,tr,emotion_and_values,0.230221284824,39
29148,ro,tr,food_and_drink,0.115133256968,44
29149,ro,tr,kinship,0.269668868705,28
29150,ro,tr,law,4.98686715e-05,2
29151,ro,tr,motion,0.302553539484,72
29152,ro,tr,physical_world,0.389406691215,52
29153,ro,tr,posession,0.329909152625,41
29154,ro,tr,quantity,0.430761197355,41
29155,ro,tr,religion_and_belief,0.421717435622,4
29156,ro,tr,sense_perception,0.305348594299,47
29157,ro,tr,social_and_political_relations,0.308326311264,20
29158,ro,tr,spatial_relations,0.323589402387,101
29159,ro,tr,speech_and_language,0.166485000982,31
29160,ro,tr,the_house,0.296465931299,19
29161,ro,tr,time,0.514717414648,67
29162,ro,tr,warfare_and_hunting,0.438571912806,16
29163,ro,tt,agriculture_and_vegetation,-0.0162242335368,30
29164,ro,tt,animals,-0.0248571634663,40
29165,ro,tt,basic_actions_and_technology,0.0015768561843,46
29166,ro,tt,body_parts,0.311735288946,82
29167,ro,tt,clothing_and_grooming,0.116408356636,30
29168,ro,tt,cognition,0.202381267278,43
29169,ro,tt,emotion_and_values,0.129910129039,30
29170,ro,tt,food_and_drink,0.274494485767,36
29171,ro,tt,kinship,0.183693352713,23
29172,ro,tt,law,0.730380856412,2
29173,ro,tt,motion,0.202282234955,50
29174,ro,tt,physical_world,0.0906294067386,47
29175,ro,tt,posession,0.245322151777,40
29176,ro,tt,quantity,0.272912003647,41
29177,ro,tt,religion_and_belief,0.206991535172,4
29178,ro,tt,sense_perception,0.308452840264,40
29179,ro,tt,social_and_political_relations,0.112609700131,18
29180,ro,tt,spatial_relations,0.225727946933,81
29181,ro,tt,speech_and_language,0.196018812025,22
29182,ro,tt,the_house,-0.130386004666,15
29183,ro,tt,time,0.436659887367,54
29184,ro,tt,warfare_and_hunting,0.0333314105246,14
29185,ro,uk,agriculture_and_vegetation,0.271506736587,27
29186,ro,uk,animals,0.290541986795,40
29187,ro,uk,basic_actions_and_technology,0.27536496914,56
29188,ro,uk,body_parts,0.219822089786,98
29189,ro,uk,clothing_and_grooming,0.179629987459,33
29190,ro,uk,cognition,0.310350488032,52
29191,ro,uk,emotion_and_values,0.161736110736,40
29192,ro,uk,food_and_drink,0.196291779776,44
29193,ro,uk,kinship,0.344057493918,28
29194,ro,uk,law,-0.120367978704,2
29195,ro,uk,motion,0.222419737981,74
29196,ro,uk,physical_world,0.320350832169,60
29197,ro,uk,posession,0.257213789436,41
29198,ro,uk,quantity,0.552635770416,37
29199,ro,uk,religion_and_belief,0.256614686509,4
29200,ro,uk,sense_perception,0.229081447182,48
29201,ro,uk,social_and_political_relations,0.335815164602,20
29202,ro,uk,spatial_relations,0.173480153356,98
29203,ro,uk,speech_and_language,0.164752252547,30
29204,ro,uk,the_house,0.0804722147477,19
29205,ro,uk,time,0.458164360506,65
29206,ro,uk,warfare_and_hunting,0.381049663954,19
29207,ru,cy,agriculture_and_vegetation,0.140519857705,27
29208,ru,cy,animals,0.127696212911,38
29209,ru,cy,basic_actions_and_technology,0.194302863361,54
29210,ru,cy,body_parts,0.178394158911,97
29211,ru,cy,clothing_and_grooming,0.103114274916,28
29212,ru,cy,cognition,0.162196694948,50
29213,ru,cy,emotion_and_values,0.118138865627,34
29214,ru,cy,food_and_drink,0.112362915226,44
29215,ru,cy,kinship,0.262190465003,26
29216,ru,cy,law,-0.292193892646,2
29217,ru,cy,motion,0.10840124388,75
29218,ru,cy,physical_world,0.175910461764,56
29219,ru,cy,posession,0.236278823216,40
29220,ru,cy,quantity,0.234883417257,40
29221,ru,cy,religion_and_belief,0.161775747736,4
29222,ru,cy,sense_perception,0.177755636601,45
29223,ru,cy,social_and_political_relations,0.191468368997,20
29224,ru,cy,spatial_relations,0.208531006348,94
29225,ru,cy,speech_and_language,0.303091331274,29
29226,ru,cy,the_house,0.274989624055,18
29227,ru,cy,time,0.417939813891,67
29228,ru,cy,warfare_and_hunting,0.177187838311,18
29229,ru,es,agriculture_and_vegetation,0.245535562542,30
29230,ru,es,animals,0.40391837412,40
29231,ru,es,basic_actions_and_technology,0.293801386246,59
29232,ru,es,body_parts,0.354454771918,104
29233,ru,es,clothing_and_grooming,0.226603977659,35
29234,ru,es,cognition,0.266987649399,53
29235,ru,es,emotion_and_values,0.269371173554,40
29236,ru,es,food_and_drink,0.260676113103,50
29237,ru,es,kinship,0.512384039149,28
29238,ru,es,law,0.180358021962,2
29239,ru,es,motion,0.212769219027,77
29240,ru,es,physical_world,0.374063094802,62
29241,ru,es,posession,0.181068346217,43
29242,ru,es,quantity,0.707077054827,42
29243,ru,es,religion_and_belief,0.398800975249,4
29244,ru,es,sense_perception,0.421922042684,50
29245,ru,es,social_and_political_relations,0.177520679575,22
29246,ru,es,spatial_relations,0.248397747363,104
29247,ru,es,speech_and_language,0.310684484694,31
29248,ru,es,the_house,0.255261630244,20
29249,ru,es,time,0.580591930011,69
29250,ru,es,warfare_and_hunting,0.216113220129,20
29251,ru,sk,agriculture_and_vegetation,0.249022870076,31
29252,ru,sk,animals,0.294758608965,40
29253,ru,sk,basic_actions_and_technology,0.231070552315,53
29254,ru,sk,body_parts,0.309252796564,98
29255,ru,sk,clothing_and_grooming,0.201303885383,34
29256,ru,sk,cognition,0.274969150651,52
29257,ru,sk,emotion_and_values,0.121152400726,37
29258,ru,sk,food_and_drink,0.220979829644,44
29259,ru,sk,kinship,0.423202201409,28
29260,ru,sk,law,0.498625061606,2
29261,ru,sk,motion,0.280809223617,71
29262,ru,sk,physical_world,0.339392809844,57
29263,ru,sk,posession,0.381317213039,42
29264,ru,sk,quantity,0.668813748023,42
29265,ru,sk,religion_and_belief,0.361021871994,4
29266,ru,sk,sense_perception,0.496391808004,46
29267,ru,sk,social_and_political_relations,0.113539650514,22
29268,ru,sk,spatial_relations,0.26429691099,99
29269,ru,sk,speech_and_language,0.375563209013,27
29270,ru,sk,the_house,0.187442640998,18
29271,ru,sk,time,0.575298344508,66
29272,ru,sk,warfare_and_hunting,0.187528646047,19
29273,ru,sl,animals,0.238840651049,1
29274,ru,sl,body_parts,1.0,2
29275,ru,sl,cognition,0.208275718544,4
29276,ru,sl,kinship,-0.148064856903,1
29277,ru,sl,law,-0.539237176625,1
29278,ru,sl,motion,0.47703829743,1
29279,ru,sl,physical_world,0.296525053034,10
29280,ru,sl,quantity,0.215849122951,12
29281,ru,sl,religion_and_belief,-0.177585383922,2
29282,ru,sl,social_and_political_relations,-0.466152262569,2
29283,ru,sl,spatial_relations,0.201622460448,11
29284,ru,sl,speech_and_language,0.837885875607,1
29285,ru,sl,time,-0.45060006084,4
29286,ru,sl,warfare_and_hunting,-0.372637103071,2
29287,ru,sv,agriculture_and_vegetation,0.158959408904,30
29288,ru,sv,animals,0.351342506624,39
29289,ru,sv,basic_actions_and_technology,0.166847113643,56
29290,ru,sv,body_parts,0.168323982358,100
29291,ru,sv,clothing_and_grooming,0.281114128003,36
29292,ru,sv,cognition,0.184581819985,53
29293,ru,sv,emotion_and_values,0.233556797017,38
29294,ru,sv,food_and_drink,0.142115780997,47
29295,ru,sv,kinship,0.517676803344,28
29296,ru,sv,law,0.260256613083,2
29297,ru,sv,motion,0.255726437678,77
29298,ru,sv,physical_world,0.229374941049,63
29299,ru,sv,posession,0.285323554664,42
29300,ru,sv,quantity,0.640588820053,42
29301,ru,sv,religion_and_belief,0.42239133497,4
29302,ru,sv,sense_perception,0.410593971386,51
29303,ru,sv,social_and_political_relations,0.329449665545,22
29304,ru,sv,spatial_relations,0.22403537571,99
29305,ru,sv,speech_and_language,0.315513351476,32
29306,ru,sv,the_house,0.218979176399,18
29307,ru,sv,time,0.492570003362,69
29308,ru,sv,warfare_and_hunting,0.346989884637,20
29309,ru,ta,agriculture_and_vegetation,0.252994091419,27
29310,ru,ta,animals,0.297887868021,32
29311,ru,ta,basic_actions_and_technology,0.356182523926,37
29312,ru,ta,body_parts,0.206113446045,78
29313,ru,ta,clothing_and_grooming,0.130847980086,29
29314,ru,ta,cognition,0.238836973361,37
29315,ru,ta,emotion_and_values,0.204695803893,24
29316,ru,ta,food_and_drink,0.3452431969,34
29317,ru,ta,kinship,0.437659445252,26
29318,ru,ta,law,-0.0732014988295,2
29319,ru,ta,motion,0.057489185274,55
29320,ru,ta,physical_world,0.271775683568,54
29321,ru,ta,posession,0.17648604071,34
29322,ru,ta,quantity,0.53883550001,37
29323,ru,ta,religion_and_belief,0.513290586387,4
29324,ru,ta,sense_perception,0.303818430737,38
29325,ru,ta,social_and_political_relations,-0.0578979521686,18
29326,ru,ta,spatial_relations,0.304367710148,81
29327,ru,ta,speech_and_language,0.0218357798771,23
29328,ru,ta,the_house,0.319993717718,16
29329,ru,ta,time,0.426755725879,58
29330,ru,ta,warfare_and_hunting,0.490606901529,14
29331,ru,te,agriculture_and_vegetation,0.158858055409,19
29332,ru,te,animals,0.199504282098,28
29333,ru,te,basic_actions_and_technology,0.310400087026,31
29334,ru,te,body_parts,0.226936926243,76
29335,ru,te,clothing_and_grooming,-0.0616277016293,25
29336,ru,te,cognition,0.190101918189,38
29337,ru,te,emotion_and_values,0.237454632003,26
29338,ru,te,food_and_drink,0.156496792748,34
29339,ru,te,kinship,0.536776727972,20
29340,ru,te,law,0.558466195945,2
29341,ru,te,motion,0.182034713675,39
29342,ru,te,physical_world,0.355203877588,47
29343,ru,te,posession,0.0718558125381,26
29344,ru,te,quantity,0.571970221238,26
29345,ru,te,religion_and_belief,0.00118646556995,2
29346,ru,te,sense_perception,0.462887348289,30
29347,ru,te,social_and_political_relations,0.37529953902,13
29348,ru,te,spatial_relations,0.175755527967,65
29349,ru,te,speech_and_language,0.0374577034003,21
29350,ru,te,the_house,0.36141969718,18
29351,ru,te,time,0.516909067917,45
29352,ru,te,warfare_and_hunting,0.402907996408,17
29353,ru,tr,agriculture_and_vegetation,0.21828776048,28
29354,ru,tr,animals,0.392728037647,40
29355,ru,tr,basic_actions_and_technology,0.181206915149,57
29356,ru,tr,body_parts,0.273337170752,102
29357,ru,tr,clothing_and_grooming,0.201646040063,36
29358,ru,tr,cognition,0.234853309174,52
29359,ru,tr,emotion_and_values,0.222544095321,39
29360,ru,tr,food_and_drink,0.213776777531,47
29361,ru,tr,kinship,0.381860024127,28
29362,ru,tr,law,0.51956575641,2
29363,ru,tr,motion,0.236893594187,76
29364,ru,tr,physical_world,0.353007871611,56
29365,ru,tr,posession,0.257395704751,43
29366,ru,tr,quantity,0.517959266751,42
29367,ru,tr,religion_and_belief,0.75811586073,4
29368,ru,tr,sense_perception,0.40835063836,48
29369,ru,tr,social_and_political_relations,0.270046607861,21
29370,ru,tr,spatial_relations,0.379199602751,104
29371,ru,tr,speech_and_language,0.191726564292,31
29372,ru,tr,the_house,0.152031776517,19
29373,ru,tr,time,0.565959280555,66
29374,ru,tr,warfare_and_hunting,0.346547880607,19
29375,ru,tt,agriculture_and_vegetation,0.189230641714,30
29376,ru,tt,animals,0.106002115136,40
29377,ru,tt,basic_actions_and_technology,0.215932843661,46
29378,ru,tt,body_parts,0.313615872092,87
29379,ru,tt,clothing_and_grooming,0.0292720304937,31
29380,ru,tt,cognition,0.151108014249,44
29381,ru,tt,emotion_and_values,0.023143234381,31
29382,ru,tt,food_and_drink,0.235550629191,41
29383,ru,tt,kinship,0.247562933283,25
29384,ru,tt,law,0.48001009768,2
29385,ru,tt,motion,0.211555696822,51
29386,ru,tt,physical_world,0.124074630734,56
29387,ru,tt,posession,0.348441656038,41
29388,ru,tt,quantity,0.394798849538,41
29389,ru,tt,religion_and_belief,0.248264176393,4
29390,ru,tt,sense_perception,0.400755730055,42
29391,ru,tt,social_and_political_relations,0.0837947245747,18
29392,ru,tt,spatial_relations,0.25252561218,89
29393,ru,tt,speech_and_language,0.194708673329,20
29394,ru,tt,the_house,-0.0303224587521,14
29395,ru,tt,time,0.377207666827,57
29396,ru,tt,warfare_and_hunting,0.0382442933322,16
29397,ru,uk,agriculture_and_vegetation,0.355520943847,29
29398,ru,uk,animals,0.536753450114,40
29399,ru,uk,basic_actions_and_technology,0.463866969982,56
29400,ru,uk,body_parts,0.533133849258,102
29401,ru,uk,clothing_and_grooming,0.539014512025,33
29402,ru,uk,cognition,0.502438065579,52
29403,ru,uk,emotion_and_values,0.390014435079,40
29404,ru,uk,food_and_drink,0.448779999916,49
29405,ru,uk,kinship,0.580895278307,28
29406,ru,uk,law,0.40894127891,2
29407,ru,uk,motion,0.519970708572,78
29408,ru,uk,physical_world,0.575506391063,63
29409,ru,uk,posession,0.441095200394,42
29410,ru,uk,quantity,0.754025224005,38
29411,ru,uk,religion_and_belief,0.462234176602,4
29412,ru,uk,sense_perception,0.589957989817,49
29413,ru,uk,social_and_political_relations,0.529879024364,21
29414,ru,uk,spatial_relations,0.509751884284,100
29415,ru,uk,speech_and_language,0.497091868071,30
29416,ru,uk,the_house,0.443040869011,20
29417,ru,uk,time,0.756033217443,65
29418,ru,uk,warfare_and_hunting,0.445153157286,20
29419,se,cy,agriculture_and_vegetation,-1.0,1
29420,se,cy,animals,-0.0248812526396,5
29421,se,cy,basic_actions_and_technology,0.366034099326,6
29422,se,cy,body_parts,0.254409298698,6
29423,se,cy,clothing_and_grooming,-0.586291392058,2
29424,se,cy,cognition,0.187784964574,27
29425,se,cy,emotion_and_values,-0.0733761132441,8
29426,se,cy,food_and_drink,0.16173243518,3
29427,se,cy,kinship,0.0408508134295,16
29428,se,cy,law,-0.252370683253,1
29429,se,cy,motion,0.136132059324,10
29430,se,cy,physical_world,0.262647933884,7
29431,se,cy,posession,-0.452051993289,9
29432,se,cy,quantity,0.469373390903,25
29433,se,cy,religion_and_belief,1.0,1
29434,se,cy,sense_perception,0.661154537427,6
29435,se,cy,social_and_political_relations,0.395532648923,10
29436,se,cy,spatial_relations,0.369369177771,27
29437,se,cy,speech_and_language,-0.105539845299,14
29438,se,cy,the_house,-0.407389569685,1
29439,se,cy,time,0.313961783193,31
29440,se,cy,warfare_and_hunting,0.874838143586,2
29441,se,es,agriculture_and_vegetation,0.531239178189,3
29442,se,es,animals,-0.0156789019838,6
29443,se,es,basic_actions_and_technology,0.293838373602,9
29444,se,es,body_parts,-0.0950251527605,10
29445,se,es,clothing_and_grooming,0.993846991455,2
29446,se,es,cognition,0.283191632018,29
29447,se,es,emotion_and_values,0.0116560612301,10
29448,se,es,food_and_drink,0.228620028329,5
29449,se,es,kinship,0.231009420164,21
29450,se,es,law,0.00397441440812,1
29451,se,es,motion,0.171752072854,12
29452,se,es,physical_world,0.171654634781,13
29453,se,es,posession,-0.0179724138006,10
29454,se,es,quantity,0.407611553188,26
29455,se,es,religion_and_belief,-0.667558307673,1
29456,se,es,sense_perception,0.00824043678089,9
29457,se,es,social_and_political_relations,-0.0609596093735,9
29458,se,es,spatial_relations,0.234740957648,44
29459,se,es,speech_and_language,0.11744514255,16
29460,se,es,the_house,-0.795319461482,1
29461,se,es,time,0.46323655549,36
29462,se,es,warfare_and_hunting,0.688184383671,4
29463,se,no,agriculture_and_vegetation,1.0,2
29464,se,no,animals,0.207362599948,7
29465,se,no,basic_actions_and_technology,0.507960550907,9
29466,se,no,body_parts,0.286167567459,11
29467,se,no,clothing_and_grooming,0.797442563824,1
29468,se,no,cognition,0.203227110501,28
29469,se,no,emotion_and_values,0.417010549509,8
29470,se,no,food_and_drink,0.303801776489,6
29471,se,no,kinship,-0.0013657482154,19
29472,se,no,law,1.0,1
29473,se,no,motion,-0.0757510345424,15
29474,se,no,physical_world,0.287667165228,12
29475,se,no,posession,0.285481687046,10
29476,se,no,quantity,0.245566922151,25
29477,se,no,religion_and_belief,0.206765949696,2
29478,se,no,sense_perception,-0.288129728436,10
29479,se,no,social_and_political_relations,0.0204246890187,9
29480,se,no,spatial_relations,0.297158101067,44
29481,se,no,speech_and_language,0.283373674433,15
29482,se,no,the_house,-0.983407760442,1
29483,se,no,time,0.366227366203,32
29484,se,no,warfare_and_hunting,0.303332426087,3
29485,se,os,agriculture_and_vegetation,1.0,1
29486,se,os,animals,-0.999999989383,1
29487,se,os,basic_actions_and_technology,0.412103943554,2
29488,se,os,body_parts,0.145543279035,7
29489,se,os,clothing_and_grooming,-0.39565193943,1
29490,se,os,cognition,0.108706215327,14
29491,se,os,emotion_and_values,0.421373523412,3
29492,se,os,food_and_drink,-0.333333333333,3
29493,se,os,kinship,0.262282999081,12
29494,se,os,law,-1.0,1
29495,se,os,motion,,0
29496,se,os,physical_world,0.122314326088,8
29497,se,os,posession,0.257047515594,8
29498,se,os,quantity,0.469527779121,12
29499,se,os,religion_and_belief,0.209063294945,1
29500,se,os,sense_perception,0.633173110504,4
29501,se,os,social_and_political_relations,-0.491537819106,3
29502,se,os,spatial_relations,0.0689737137438,14
29503,se,os,speech_and_language,-0.0428328994088,12
29504,se,os,time,0.528954346746,19
29505,se,os,warfare_and_hunting,-0.531526288314,2
29506,se,pl,agriculture_and_vegetation,0.373265560789,3
29507,se,pl,animals,-0.0244690208978,8
29508,se,pl,basic_actions_and_technology,0.139364246896,8
29509,se,pl,body_parts,0.202268093159,8
29510,se,pl,clothing_and_grooming,-0.859984790459,1
29511,se,pl,cognition,0.167017244863,29
29512,se,pl,emotion_and_values,0.0927816719188,9
29513,se,pl,food_and_drink,0.0332058709583,7
29514,se,pl,kinship,0.172088600403,20
29515,se,pl,law,-0.24726330462,1
29516,se,pl,motion,0.141227427399,13
29517,se,pl,physical_world,0.492793649011,11
29518,se,pl,posession,0.016915375307,9
29519,se,pl,quantity,0.322383952589,26
29520,se,pl,religion_and_belief,1.0,1
29521,se,pl,sense_perception,0.0452608605688,13
29522,se,pl,social_and_political_relations,-0.173229544018,10
29523,se,pl,spatial_relations,0.161889250236,34
29524,se,pl,speech_and_language,0.0491210230208,14
29525,se,pl,the_house,-0.48146578024,2
29526,se,pl,time,0.481411932994,34
29527,se,pl,warfare_and_hunting,0.27448714066,3
29528,se,pt,agriculture_and_vegetation,0.219475111674,4
29529,se,pt,animals,-0.139548665944,6
29530,se,pt,basic_actions_and_technology,0.597705084966,10
29531,se,pt,body_parts,0.0827284862071,10
29532,se,pt,clothing_and_grooming,-0.486835559237,2
29533,se,pt,cognition,0.270778755691,29
29534,se,pt,emotion_and_values,0.0638767153808,10
29535,se,pt,food_and_drink,0.499838978208,5
29536,se,pt,kinship,0.0957451705793,21
29537,se,pt,law,-0.626192006139,1
29538,se,pt,motion,0.323599364318,15
29539,se,pt,physical_world,0.360628236708,9
29540,se,pt,posession,0.257170976689,10
29541,se,pt,quantity,0.493480169808,25
29542,se,pt,religion_and_belief,-1.0,1
29543,se,pt,sense_perception,0.269035724319,11
29544,se,pt,social_and_political_relations,-0.11220499243,9
29545,se,pt,spatial_relations,0.255881336375,47
29546,se,pt,speech_and_language,-0.171594047815,14
29547,se,pt,the_house,-0.384694710975,1
29548,se,pt,time,0.438771603089,35
29549,se,pt,warfare_and_hunting,0.144785423694,4
29550,se,ro,agriculture_and_vegetation,0.0919268795529,5
29551,se,ro,animals,0.207408308247,5
29552,se,ro,basic_actions_and_technology,0.302491116323,9
29553,se,ro,body_parts,-0.104880763583,8
29554,se,ro,clothing_and_grooming,-0.010470163577,2
29555,se,ro,cognition,0.331635386355,25
29556,se,ro,emotion_and_values,0.510852777984,9
29557,se,ro,food_and_drink,0.0846040869932,4
29558,se,ro,kinship,-0.0518297305896,20
29559,se,ro,law,-0.605110953882,1
29560,se,ro,motion,0.365745888114,12
29561,se,ro,physical_world,0.159642724762,14
29562,se,ro,posession,0.0738530200971,10
29563,se,ro,quantity,0.427116759947,24
29564,se,ro,religion_and_belief,-0.401150402649,1
29565,se,ro,sense_perception,-0.00848800119308,13
29566,se,ro,social_and_political_relations,-0.0826101224719,9
29567,se,ro,spatial_relations,0.30419703123,43
29568,se,ro,speech_and_language,0.130089061787,13
29569,se,ro,the_house,-0.474548863173,1
29570,se,ro,time,0.306414604138,36
29571,se,ro,warfare_and_hunting,0.155459580625,4
29572,se,ru,agriculture_and_vegetation,0.169716656728,4
29573,se,ru,animals,0.214059408828,7
29574,se,ru,basic_actions_and_technology,-0.107255638297,11
29575,se,ru,body_parts,0.334980911085,9
29576,se,ru,clothing_and_grooming,0.547723291328,1
29577,se,ru,cognition,0.331768342284,29
29578,se,ru,emotion_and_values,0.566205294004,9
29579,se,ru,food_and_drink,-0.0650863064678,5
29580,se,ru,kinship,0.150327931281,20
29581,se,ru,law,-0.924265463383,1
29582,se,ru,motion,0.143305923759,16
29583,se,ru,physical_world,0.407682987307,13
29584,se,ru,posession,0.200148277837,9
29585,se,ru,quantity,0.311713680011,25
29586,se,ru,religion_and_belief,-1.0,1
29587,se,ru,sense_perception,-0.0374034998717,12
29588,se,ru,social_and_political_relations,0.133014819888,10
29589,se,ru,spatial_relations,0.167857398615,41
29590,se,ru,speech_and_language,-0.0102389539238,16
29591,se,ru,the_house,-0.575740348353,1
29592,se,ru,time,0.334175213603,35
29593,se,ru,warfare_and_hunting,-0.380555353323,3
29594,se,sk,agriculture_and_vegetation,0.402171273154,3
29595,se,sk,animals,0.0403744743759,6
29596,se,sk,basic_actions_and_technology,0.305005580187,9
29597,se,sk,body_parts,0.633383917832,11
29598,se,sk,clothing_and_grooming,0.128979338132,2
29599,se,sk,cognition,0.0070177030089,31
29600,se,sk,emotion_and_values,0.0476789700877,9
29601,se,sk,food_and_drink,0.057939512234,4
29602,se,sk,kinship,0.163649619117,21
29603,se,sk,law,-0.585823408996,1
29604,se,sk,motion,-0.0404454390295,14
29605,se,sk,physical_world,0.0525420129685,13
29606,se,sk,posession,0.156619593922,8
29607,se,sk,quantity,0.402850301281,21
29608,se,sk,religion_and_belief,-1.0,1
29609,se,sk,sense_perception,-0.0829372963847,7
29610,se,sk,social_and_political_relations,0.22309756813,9
29611,se,sk,spatial_relations,0.177643613837,37
29612,se,sk,speech_and_language,0.0853593162943,14
29613,se,sk,the_house,-1.0,1
