"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"el","bg","Food and drink",0.366887029138465,45,NA
"es","eu","Kinship",0.367076012142421,31,NA
"de","en","Clothing and grooming",0.367131888648703,4,NA
"sq","eu","Quantity",0.367179076537109,37,NA
"uk","pt","Quantity",0.367194457911605,45,NA
"el","en","Clothing and grooming",0.367225407632205,29,NA
"sk","cs","Possession",0.367352324608686,35,NA
"bg","tr","Quantity",0.36740778007137,53,NA
"sk","sv","Kinship",0.367521994390788,30,NA
"no","tr","Time",0.367731248174419,67,NA
"es","ko","Quantity",0.367739099374577,24,NA
"bg","ar","Miscellaneous function words",0.367860002812534,25,NA
"sq","nl","Quantity",0.367924978618922,45,NA
"is","ca","Time",0.36800217387247,54,NA
"el","pl","Cognition",0.368216892717366,29,NA
"is","tr","Time",0.368236361378646,71,NA
"bg","sv","Kinship",0.368272418625027,27,NA
"fi","sq","Time",0.368357989018829,68,NA
"ko","ar","Quantity",0.368633228257703,24,NA
"fi","uk","Quantity",0.368763110253723,43,NA
"ru","tr","Quantity",0.368808836239399,47,NA
"is","ca","Quantity",0.368978772699407,47,NA
"et","no","Time",0.369037830922115,69,NA
"fi","da","Kinship",0.369182647731191,27,NA
"de","ar","Miscellaneous function words",0.369241250924907,17,NA
"fi","el","Animals",0.369560390598748,50,NA
"is","it","Time",0.369679825284714,70,NA
"uk","ar","Quantity",0.369711866814948,37,NA
"hu","ar","Sense perception",0.369845129529549,60,NA
"el","eu","Kinship",0.369878338547257,31,NA
"sq","hr","Kinship",0.370103358872631,47,NA
"pl","pt","Miscellaneous function words",0.370104258319183,17,NA
"el","pl","Animals",0.370187086041556,51,NA
"ru","pt","Time",0.370268567478809,49,NA
"hr","cs","Sense perception",0.370547873388221,63,NA
"sk","cs","The physical world",0.370598681456527,86,NA
"fa","no","Time",0.370824506362815,56,NA
"ca","it","Quantity",0.370905086438306,42,NA
"fi","he","Kinship",0.371057523495725,34,NA
"sv","he","Time",0.371097967269196,54,NA
"de","nl","Agriculture and vegetation",0.371129223183176,2,NA
"sv","nl","Kinship",0.371177580536291,31,NA
"el","bg","Miscellaneous function words",0.371328995992559,17,NA
"ro","ar","Kinship",0.371335289530627,38,NA
"hu","ca","Time",0.371423604276364,61,NA
"sk","pl","Cognition",0.371447708100723,30,NA
"el","ca","Time",0.371832884738246,41,NA
"pl","ru","Cognition",0.371858632458892,32,NA
"bg","da","Time",0.3719244889386,70,NA
"et","eu","Quantity",0.371955601181274,37,NA
"sk","cs","Emotions and values",0.371964096366722,67,NA
"fr","tr","Quantity",0.372187807068986,48,NA
"sk","da","Time",0.372268050457237,73,NA
"no","ro","Quantity",0.372291884305208,42,NA
"eu","he","Quantity",0.372296097034024,34,NA
"hr","ca","Miscellaneous function words",0.372341393889331,17,NA
"et","sk","Kinship",0.372416222243712,36,NA
"bg","he","Kinship",0.372443581355378,32,0.582857142857143
"no","sv","Kinship",0.372471824715442,26,NA
"is","ro","Quantity",0.372491551375163,46,NA
"et","el","Time",0.372510983198908,64,NA
"is","ar","Kinship",0.372534292143291,35,NA
"pl","en","Sense perception",0.372569402731925,57,NA
"cs","ko","Quantity",0.37261115203816,25,NA
"pl","ru","Miscellaneous function words",0.372671069908324,13,NA
"da","ar","Miscellaneous function words",0.372755466880226,19,NA
"lt","no","Quantity",0.372789813894567,46,NA
"da","ar","Sense perception",0.372927607556345,53,NA
"fi","el","Time",0.372992401994484,57,NA
"nl","fr","Kinship",0.373009872224807,38,0.348928571428572
"no","fr","Quantity",0.373142829685452,43,NA
"hu","ar","Clothing and grooming",0.373285835638118,35,NA
"bg","de","The physical world",0.373447944139514,13,NA
"is","ar","Miscellaneous function words",0.373450090222095,20,NA
"pl","pt","Time",0.37354997687827,53,NA
"bg","hr","Miscellaneous function words",0.373558801491619,29,NA
"no","da","Quantity",0.373602540862608,45,NA
"ru","da","Kinship",0.37363747526461,24,NA
"da","nl","Quantity",0.373828784410318,47,NA
"sq","sv","Quantity",0.373957263097352,43,NA
"no","nl","Kinship",0.373985554243793,33,NA
"el","ru","Cognition",0.374015695813466,32,NA
"fi","ro","Time",0.374196798350884,84,NA
"nl","he","Kinship",0.374287998866826,37,0.481071428571429
"lv","pl","Time",0.374293256061477,66,NA
"lt","tr","Time",0.374356036381568,66,NA
"fi","nl","Kinship",0.374452775280882,35,NA
"en","ar","Clothing and grooming",0.374704902041682,28,NA
"ru","en","Sense perception",0.374716083009711,50,NA
"cs","de","Time",0.374778901270345,43,NA
"et","hu","Kinship",0.374899361211643,34,0.457857142857143
"ca","ar","Kinship",0.37504675099384,34,NA
"tr","ar","Kinship",0.375048558509444,36,NA
"fa","uk","Quantity",0.375075321388596,41,NA
"hu","cs","Sense perception",0.375091527401386,62,NA
"nl","pt","Kinship",0.37510987567201,37,NA
"cs","sv","Miscellaneous function words",0.375136302356148,17,NA
"pl","ru","Animals",0.375150249181824,49,NA
"sk","de","Cognition",0.375214067753074,21,NA
"sq","ca","Time",0.375234648297475,53,NA
"pt","he","Miscellaneous function words",0.375337198329058,17,NA
"pt","he","Kinship",0.375565917825424,35,NA
"nl","eu","Quantity",0.375567722836447,39,NA
"cs","he","Kinship",0.375768014347235,35,0.579999999999999
"fi","sv","Kinship",0.375943426881062,27,NA
"sk","ar","Miscellaneous function words",0.376033730474263,21,NA
"no","he","Kinship",0.376042029374105,31,NA
"ru","lt","Kinship",0.376126323498504,30,0.408928571428571
"pl","tr","Quantity",0.376146283825169,46,NA
"sk","cs","Animals",0.376702523859614,54,NA
"el","en","Sense perception",0.376810112790168,60,NA
"en","ko","Quantity",0.376902674911976,21,NA
"en","he","Clothing and grooming",0.37695830646994,25,NA
"lt","it","Time",0.376966365842485,65,NA
"cs","lt","Miscellaneous function words",0.377092308826562,22,NA
"fi","da","Time",0.377150137462913,71,NA
"et","de","Clothing and grooming",0.377190599407575,4,NA
"fi","hu","Kinship",0.377282221850603,35,NA
"lv","ru","Time",0.37732302402424,67,NA
"lv","cs","Miscellaneous function words",0.377683696919478,23,NA
"hu","he","Time",0.377872656375976,70,NA
"de","nl","The physical world",0.378159338291809,17,NA
"bg","ru","Motion",0.378251774211969,78,NA
"sv","tr","Time",0.378287475897944,72,NA
"lt","de","Kinship",0.3783486114612,7,NA
"et","ca","Time",0.378697283954747,57,NA
"ca","ar","Miscellaneous function words",0.378808915546042,14,NA
"et","sv","Time",0.378825591103666,72,NA
"lv","tr","Quantity",0.379115313982887,40,NA
"sq","cs","Miscellaneous function words",0.379635846359856,20,NA
"ro","he","Time",0.379815202178379,67,NA
"ro","eu","Quantity",0.379824112655734,36,NA
"uk","ru","Sense perception",0.37991487498339,39,NA
"sk","no","Time",0.379946923305558,66,NA
"hu","pl","Kinship",0.380120230568571,34,NA
"fi","da","Quantity",0.380522678775143,48,NA
"ar","he","Clothing and grooming",0.380673304077877,30,NA
"el","bg","Animals",0.38075840273212,51,NA
"nl","ca","Quantity",0.380945237819251,45,NA
"pl","is","Time",0.380974375089368,73,NA
"et","ro","Time",0.380980768615984,88,NA
"sk","nl","Time",0.381063212750859,95,NA
"fi","bg","Kinship",0.381141657146208,32,NA
"is","it","Quantity",0.381161403678164,47,NA
"bg","pl","Miscellaneous function words",0.381181921443244,18,NA
"fi","nl","Quantity",0.381253395905993,50,NA
"de","it","Modern world",0.381369548300897,6,NA
"fi","fr","Kinship",0.38147124325979,35,NA
"bg","it","Kinship",0.381658050536018,29,NA
"fi","he","Time",0.382105918778392,62,NA
"it","he","Miscellaneous function words",0.382127943827592,18,NA
"cs","en","Sense perception",0.382185042126881,54,NA
"et","he","Time",0.382490450765591,65,NA
"fi","is","Quantity",0.38252066379627,52,NA
"fa","ro","Time",0.382613505059932,77,NA
"et","da","Quantity",0.382662035404588,43,NA
"da","ro","Quantity",0.382844799933678,42,NA
"sk","he","Kinship",0.382850958398705,38,NA
"cs","is","Time",0.38290744016313,82,NA
"ru","no","Kinship",0.382934141033646,27,NA
"da","ca","Time",0.383141101782436,54,NA
"bg","cs","Sense perception",0.383157634745913,61,NA
"et","is","Quantity",0.383227128674467,46,NA
"el","it","Time",0.383380958150508,60,NA
"en","fr","Kinship",0.383436657220595,30,0.158571428571429
"sk","cs","Spatial relations",0.383516153048793,120,NA
"cs","no","Miscellaneous function words",0.383544158069074,16,NA
"el","he","Miscellaneous function words",0.384073403232581,13,NA
"hu","sk","Kinship",0.384115731744058,39,NA
"sk","en","Time",0.384167825385572,52,NA
"fa","eu","Kinship",0.384172274040619,34,NA
"fa","el","Animals",0.384481071063173,47,NA
"et","tr","Quantity",0.384543519596487,46,NA
"hu","ru","Kinship",0.384572312491991,32,0.460357142857143
"fi","sk","Kinship",0.384591948986728,38,NA
"hu","cs","Kinship",0.384673123615116,36,0.271428571428571
"cs","tr","Quantity",0.384722922356221,52,NA
"uk","ar","Miscellaneous function words",0.38479626301636,17,NA
"hu","ar","Miscellaneous function words",0.384919561014563,20,NA
"sq","is","Quantity",0.384930615627837,46,NA
"bg","no","Time",0.385131055733075,67,NA
"ca","ro","Quantity",0.385290146135681,41,NA
"sq","pl","Time",0.385593252832304,71,NA
"fi","hu","Time",0.3856356560269,91,NA
"fa","sv","Time",0.385843255430723,59,NA
"hr","no","Miscellaneous function words",0.386211948655312,22,NA
"fa","it","Kinship",0.386234915206688,31,NA
"sv","nl","Quantity",0.386388589788891,47,NA
"en","he","Miscellaneous function words",0.386755805643734,11,NA
"el","de","The house",0.386773927435198,2,NA
"is","sv","Quantity",0.38685785462378,49,NA
"fa","tr","Quantity",0.386872803837621,50,NA
"et","nl","Time",0.386902485401369,97,NA
"lt","da","Quantity",0.386983594539138,47,NA
"no","he","Miscellaneous function words",0.387009843543004,14,NA
"fr","ca","Quantity",0.387060301906378,42,NA
"es","he","Miscellaneous function words",0.387190400133408,15,NA
"cs","it","Kinship",0.387278401466053,31,NA
"ca","he","Quantity",0.387313025894413,39,NA
"it","eu","Quantity",0.387413280416897,35,NA
"sq","cs","Time",0.387421889734823,77,NA
"bg","nl","Kinship",0.387495948387072,35,0.357857142857143
"fa","he","Kinship",0.387510627226443,34,NA
"el","pl","Miscellaneous function words",0.387536533426661,12,NA
"lt","ar","Kinship",0.387554183333957,36,NA
"da","fr","Time",0.387616971127008,73,NA
"fi","fa","Time",0.387824930499515,66,NA
"lv","es","Time",0.387830260552941,55,NA
"ru","lt","Time",0.387881151287244,67,NA
"fa","de","Clothing and grooming",0.387927354642648,2,NA
"uk","en","Quantity",0.387984834474039,35,NA
"sk","sv","Time",0.388154599328197,72,NA
"ru","nl","Time",0.388421093925776,85,NA
"sq","ru","Time",0.388462858042693,67,NA
"nl","tr","Time",0.388766446054425,88,NA
"lv","ar","Miscellaneous function words",0.388846373683545,25,NA
"pl","da","Kinship",0.388957546259502,26,NA
"fi","no","Time",0.388993289395594,69,NA
"sk","cs","Food and drink",0.389023204460185,51,NA
"sv","ca","Quantity",0.389439443448527,44,NA
"bg","lt","Time",0.389490987072572,70,NA
"is","fr","Quantity",0.389638448397118,47,NA
"cs","pl","Animals",0.389669077776493,54,NA
"de","ro","Clothing and grooming",0.390293244073362,6,NA
"lt","ca","Quantity",0.390538019248333,45,NA
"sv","pt","Kinship",0.390643234113883,30,NA
"sk","nl","Kinship",0.39065202207047,38,NA
"et","sq","Quantity",0.390681902080087,43,NA
"hr","ru","Miscellaneous function words",0.390702425302428,22,NA
"no","sv","Time",0.390795783305451,66,NA
"cs","pt","Time",0.391024717321018,60,NA
"hr","he","Miscellaneous function words",0.391079748914062,23,NA
"nl","ca","Time",0.391286253931177,62,NA
"no","ca","Time",0.391646119337841,51,NA
"fa","sk","Time",0.391657261425993,72,NA
"no","fr","Time",0.391694421046878,69,NA
"sq","it","Quantity",0.392045380974575,41,NA
"sk","it","Kinship",0.392053321174071,33,NA
"el","cs","Food and drink",0.392087300626144,44,NA
"el","ru","Animals",0.392429270812889,49,NA
"da","de","The physical world",0.392564478935536,14,NA
"pl","he","Kinship",0.392784895882061,32,NA
"sk","tr","Quantity",0.392882025451982,52,NA
"hr","tr","Kinship",0.39305094854053,40,NA
"fi","no","Kinship",0.393502078209651,30,NA
"fi","it","Quantity",0.393515795305056,46,NA
"pl","ru","Possession",0.394054098715528,29,NA
"it","ro","Time",0.394326996325695,76,NA
"bg","cs","Miscellaneous function words",0.394669638282951,22,NA
"fa","ar","Clothing and grooming",0.394771817785302,26,NA
"ro","tr","Time",0.394787370756757,81,NA
"hr","ca","Quantity",0.394917487617697,41,NA
"fi","sq","Quantity",0.395135707874814,47,NA
"pl","eu","Quantity",0.395384642125486,37,NA
"el","pt","Time",0.395447922608047,54,NA
"fi","sv","Time",0.395645985219819,72,NA
"fi","ca","Quantity",0.395826800510532,46,NA
"el","fr","Time",0.395910804198749,64,NA
"el","sk","Time",0.39593508209812,62,NA
"cs","uk","Miscellaneous function words",0.395977023148965,15,NA
"en","fr","Time",0.396099749160275,51,NA
"cs","de","Clothing and grooming",0.396231336474577,5,NA
"pl","sv","Kinship",0.396390809076813,27,NA
"et","hu","Time",0.396419916641295,93,NA
"pl","nl","Time",0.396487191383335,97,NA
"lv","cs","Time",0.396512275283963,72,NA
"bg","pt","Kinship",0.39667491509044,33,NA
"bg","nl","Time",0.39669486002511,92,NA
"en","tr","Time",0.39678918483041,50,NA
"et","no","Quantity",0.39715505203022,43,NA
"ru","da","Time",0.397336617761825,66,NA
"sq","ro","Quantity",0.397466188945524,41,NA
"ca","ar","Quantity",0.397656784661149,43,NA
"sv","da","Quantity",0.397686928103791,46,NA
"ru","no","Time",0.397911739336778,63,NA
"fi","no","Quantity",0.398110513163346,47,NA
"pl","it","Kinship",0.398117826419764,29,NA
"sk","pl","Miscellaneous function words",0.398310365252159,15,NA
"fr","ro","Quantity",0.398548897163471,41,NA
"en","ar","Sense perception",0.39880183254034,53,NA
"sv","de","The physical world",0.39894941847462,15,NA
"hr","tr","Quantity",0.399011891913786,45,NA
"en","eu","Kinship",0.39902960165088,29,NA
"hr","en","Miscellaneous function words",0.39904611086562,18,NA
"lt","ar","Time",0.39905052059894,63,NA
"ru","it","Kinship",0.399285038940216,27,NA
"bg","sv","Time",0.399297198647137,70,NA
"cs","no","Kinship",0.399417411115464,31,NA
"et","fa","Time",0.399454874272762,71,NA
"uk","de","Quantity",0.399547917264726,30,NA
"ca","pt","Quantity",0.399560217765067,47,NA
"sk","ro","Time",0.399647860575559,88,NA
"fi","sv","Quantity",0.39970197179955,47,NA
"pl","ro","Time",0.399712548740219,88,NA
"el","ru","Miscellaneous function words",0.399741735757183,13,NA
"nl","ro","Quantity",0.399812977975471,43,NA
"pl","no","Kinship",0.399940229635799,29,NA
"ru","sv","Kinship",0.400065246624468,25,NA
"el","ru","Sense perception",0.400193904282999,58,NA
"fr","ro","Time",0.400343279650808,83,NA
"el","tr","Time",0.400362665186966,58,NA
"sk","cs","Speech and language",0.400413689802384,32,NA
"de","nl","Animals",0.401209168802506,2,NA
"el","uk","Quantity",0.401295147156626,39,NA
"sk","cs","Miscellaneous function words",0.401801441100424,22,NA
"no","sv","Quantity",0.401824001874375,46,NA
"fi","cs","Kinship",0.401893915017472,35,NA
"cs","ru","Animals",0.401945953615739,52,NA
"fa","de","The physical world",0.402056465086444,5,NA
"et","bg","Kinship",0.402179425755489,30,0.407857142857143
"fa","he","Time",0.402413577053703,56,NA
"hr","lt","Kinship",0.402806132875622,41,NA
"cs","lt","Time",0.402878756965543,77,NA
"cs","fr","Kinship",0.402958136707648,35,0.329285714285715
"fa","da","Kinship",0.403103743914736,27,NA
"fa","pt","Kinship",0.403252241515304,37,NA
"es","tr","Quantity",0.403289899292162,45,NA
"fa","ca","Quantity",0.403458510767272,45,NA
"fi","et","Time",0.403482801458764,83,NA
"ru","ro","Time",0.403638920887153,78,NA
"sq","fr","Time",0.403894708423752,70,NA
"el","cs","Animals",0.404335984331191,55,NA
"hu","is","Quantity",0.404650844291104,50,NA
"nl","it","Quantity",0.405417114341899,45,NA
"hu","sk","Time",0.405446594364067,90,NA
"sk","eu","Quantity",0.405492650760303,41,NA
"ru","ar","Sense perception",0.405514605323236,52,NA
"no","de","The physical world",0.405561012432196,14,NA
"fi","pt","Kinship",0.405730195424189,34,NA
"cs","nl","Time",0.405813901005441,107,NA
"fa","fr","Time",0.406145590634239,69,NA
"da","es","Kinship",0.406169919381174,26,NA
"cs","no","Time",0.406243561206208,75,NA
"en","it","Kinship",0.406374154785147,27,NA
"et","sk","Time",0.406441853915917,81,NA
"bg","is","Quantity",0.406751903339061,54,NA
"no","pt","Quantity",0.406768258392607,48,NA
"el","pl","Sense perception",0.407069945429967,67,NA
"ru","ca","Quantity",0.407214687186673,42,NA
"pl","lt","Time",0.407236827317901,72,NA
"sk","cs","Motion",0.407276341509327,81,NA
"cs","ca","Miscellaneous function words",0.407285699069939,14,NA
"lt","sv","Quantity",0.40745605999281,47,NA
"hu","tr","Quantity",0.40764445618072,50,NA
"ru","no","Quantity",0.40772355423307,43,NA
"sk","pl","Sense perception",0.40782903448272,58,NA
"cs","da","Kinship",0.407847891849235,28,NA
"bg","ro","Time",0.407861303424437,87,NA
"pl","ar","Sense perception",0.407971486392077,59,NA
"it","he","Time",0.408015912857002,58,NA
"hu","tr","Time",0.408145478593999,87,NA
"cs","da","Time",0.408336742399845,79,NA
"ru","en","Time",0.408431344372716,47,NA
"nl","fr","Quantity",0.408612750331609,44,NA
"hr","is","Kinship",0.408820375673638,38,NA
"sq","ar","Miscellaneous function words",0.408910084708356,22,NA
"bg","en","Time",0.408961268476883,52,NA
"es","he","Kinship",0.409233661359871,32,0.453571428571429
"ca","tr","Time",0.409237555085264,53,NA
"no","it","Time",0.409327400714734,65,NA
"hr","eu","Kinship",0.409500616690518,39,NA
"sq","fr","Quantity",0.409561297906955,42,NA
"pl","da","Time",0.409728715523185,72,NA
"sq","it","Time",0.409810088408027,68,NA
"no","ar","Miscellaneous function words",0.409854846285234,19,NA
"hu","es","Kinship",0.410505109043124,34,0.397857142857143
"ru","da","Quantity",0.411135122264105,43,NA
"pl","nl","Kinship",0.411163681188569,34,NA
"et","fr","Kinship",0.411310527403106,34,0.330714285714286
"hu","eu","Quantity",0.411406477082222,40,NA
"bg","da","Quantity",0.41156617881441,49,NA
"sv","fr","Quantity",0.411654797719149,43,NA
"lt","is","Quantity",0.411775347055909,50,NA
"et","ru","Kinship",0.411847114895429,28,0.496071428571429
"hu","ca","Quantity",0.411994027390496,45,NA
"fa","en","Time",0.412061805629585,46,NA
"el","ar","Miscellaneous function words",0.412114071238809,17,NA
"nl","fr","Time",0.412143694209559,86,NA
"pl","ca","Quantity",0.412372771240205,42,NA
"fi","fr","Quantity",0.412452478346452,47,NA
"hu","bg","Time",0.412510417576344,89,NA
"hu","en","Kinship",0.41269597482167,32,0.469285714285715
"hr","no","Quantity",0.412773087653431,42,NA
"et","tr","Time",0.412861441593623,77,NA
"cs","es","Miscellaneous function words",0.412909324700706,19,NA
"is","es","Time",0.412966157066548,70,NA
"bg","uk","Quantity",0.413122871307832,44,NA
"cs","eu","Quantity",0.413126008604651,40,NA
"fr","he","Time",0.413256601412936,59,NA
"sk","fr","Kinship",0.41366578911381,38,NA
"sv","ca","Time",0.413905147108061,52,NA
"it","ro","Quantity",0.414230980919469,40,NA
"fa","el","Time",0.414322903167517,54,NA
"bg","ca","Quantity",0.414363546173102,48,NA
"lt","eu","Quantity",0.414436263409015,39,NA
"pl","fr","Kinship",0.414539022087688,32,NA
"fa","it","Time",0.414821596115648,64,NA
"da","it","Time",0.415184385639344,67,NA
"en","it","Time",0.415210942089947,47,NA
"es","pt","Time",0.415218050509232,56,NA
"bg","eu","Quantity",0.41526813732852,43,NA
"sk","no","Quantity",0.415568403035681,47,NA
"bg","no","Quantity",0.415573433820276,49,NA
"lt","nl","Quantity",0.416121612706503,48,NA
"en","es","Time",0.416392067104807,43,NA
"sk","cs","Cognition",0.416522321900288,26,NA
"ru","sv","Time",0.41658196081782,66,NA
"da","pt","Quantity",0.416712851170979,50,NA
"hu","it","Time",0.416752615929129,80,NA
"hr","en","Time",0.416999953921076,57,NA
"bg","fr","Kinship",0.417036770489898,32,0.43
"hu","sq","Quantity",0.417076213344115,46,NA
"pl","no","Time",0.417315575426014,66,NA
"hu","no","Quantity",0.417349950574839,46,NA
"ru","nl","Kinship",0.417397218396119,32,0.384285714285714
"ru","de","Clothing and grooming",0.41765165104845,5,NA
"fa","sq","Quantity",0.417666271037194,45,NA
"fi","ca","Time",0.417771815368731,56,NA
"uk","es","Quantity",0.417805055195729,36,NA
"cs","sv","Kinship",0.4179298139612,28,NA
"sk","ca","Quantity",0.418281776019256,46,NA
"hu","da","Quantity",0.418284315860505,47,NA
"ru","eu","Quantity",0.418320002152229,37,NA
"cs","ar","Sense perception",0.41832644538198,53,NA
"lt","it","Quantity",0.418362886273834,45,NA
"sq","lt","Quantity",0.41898727044011,44,NA
"da","ar","Kinship",0.419158366208367,28,NA
"sv","it","Quantity",0.419308790485736,44,NA
"cs","de","Modern world",0.419373454302103,4,NA
"fi","ru","Kinship",0.419458463266844,29,NA
"sv","fr","Time",0.419490236509141,72,NA
"fi","sk","Time",0.41955663068557,77,NA
"el","cs","Sense perception",0.419666043245117,62,NA
"is","pt","Quantity",0.41969167554368,54,NA
"hu","ru","Time",0.419718583003244,83,NA
"sk","tr","Time",0.420158384801798,77,NA
"sq","pl","Quantity",0.420172617397272,43,NA
"hu","nl","Quantity",0.420231776031757,49,NA
"fa","is","Quantity",0.420278252662985,52,NA
"es","ar","Miscellaneous function words",0.420326812470223,21,NA
"et","ro","Quantity",0.420675121971881,41,NA
"sk","ca","Time",0.420741653483738,58,NA
"hr","uk","Quantity",0.420861035380992,38,NA
"et","cs","Kinship",0.421601026376995,34,0.438571428571429
"nl","it","Time",0.421832131313456,83,NA
"cs","ro","Time",0.422057635210817,93,NA
"tr","he","Quantity",0.422121463853585,45,NA
"is","ar","Time",0.422238954473516,67,NA
"fa","cs","Time",0.422383731539965,74,NA
"sk","is","Quantity",0.422435824364085,51,NA
"fi","tr","Time",0.422608058938958,76,NA
"lv","no","Quantity",0.422646650619706,37,NA
"pl","no","Quantity",0.422726469591529,43,NA
"cs","en","Miscellaneous function words",0.422816525221758,14,NA
"fr","es","Kinship",0.42284788496636,32,0.24
"pl","he","Miscellaneous function words",0.422883236899618,12,NA
"fa","tr","Time",0.423325387834166,63,NA
"sq","pt","Quantity",0.42335185412056,47,NA
"hr","eu","Quantity",0.423451315988244,36,NA
"fi","pt","Quantity",0.423493311668307,54,NA
"fa","sv","Kinship",0.423496617673342,29,NA
"el","he","Kinship",0.423571358282764,33,0.575714285714285
"sv","ro","Quantity",0.423591594927398,42,NA
"no","he","Quantity",0.423674122089217,40,NA
"cs","sv","Time",0.423899382103207,79,NA
"ru","is","Quantity",0.424334372061826,46,NA
"et","nl","Kinship",0.424412083194262,34,0.444285714285715
"ru","ar","Miscellaneous function words",0.424653720324388,18,NA
"el","pl","Time",0.424906787277943,61,NA
"no","ar","Kinship",0.42495877861648,32,NA
"pt","eu","Quantity",0.42512991144808,43,NA
"fi","ro","Quantity",0.425156887805769,45,NA
"el","hr","Time",0.425656459181572,66,NA
"hu","fr","Time",0.42579917202535,85,NA
"pl","ca","Time",0.425837481539937,60,NA
"fa","lt","Quantity",0.425862775126207,47,NA
"ru","he","Kinship",0.425900628400749,30,0.584999999999999
"el","da","Kinship",0.426077050687394,26,NA
"fa","ru","Time",0.426147346701069,64,NA
"cs","ca","Quantity",0.426557924365892,45,NA
"el","bg","Time",0.426633828993177,59,NA
"fa","no","Quantity",0.426737717334626,46,NA
"cs","no","Quantity",0.426962669972247,46,NA
"sk","pt","Kinship",0.427253030155003,37,NA
"lv","uk","Quantity",0.427473195029831,33,NA
"en","pt","Kinship",0.427815394244429,31,NA
"pt","ro","Quantity",0.428166621342168,47,NA
"el","es","Time",0.428272023608022,52,NA
"cs","en","Time",0.428298629617628,55,NA
"fa","sk","Kinship",0.42836976691853,38,NA
"et","bg","Time",0.42840612923462,81,NA
"fa","da","Quantity",0.428539521169534,47,NA
"nl","pt","Quantity",0.428878974908751,51,NA
"pt","ar","Time",0.429031814472462,51,NA
"bg","ca","Time",0.429144903207557,57,NA
"fi","lt","Quantity",0.429159229393219,49,NA
"sk","ru","Sense perception",0.429187118254139,51,NA
"hu","cs","Time",0.429603141868807,98,NA
"fr","it","Quantity",0.429913231441622,41,NA
"cs","he","Miscellaneous function words",0.429993777594775,18,NA
"bg","he","Time",0.430276346192852,60,NA
"pl","uk","Quantity",0.430337036354274,38,NA
"sk","uk","Quantity",0.430358977334068,41,NA
"sq","he","Quantity",0.430364036779393,39,NA
"fa","nl","Quantity",0.43038567881429,49,NA
"pl","en","Time",0.430448623906923,50,NA
"cs","uk","Quantity",0.430561578922438,42,NA
"eu","ar","Kinship",0.430592160374115,35,NA
"et","ru","Time",0.430752211835484,77,NA
"et","fr","Time",0.430814408205929,78,NA
"et","nl","Quantity",0.430917528533514,45,NA
"hr","it","Quantity",0.430994710066891,40,NA
"et","sv","Quantity",0.4310450780971,43,NA
"fi","bg","Time",0.43107794468472,78,NA
"fa","bg","Time",0.431105820997733,69,NA
"ru","fr","Kinship",0.431252444762952,30,0.334285714285714
"lv","ca","Quantity",0.431287797238303,36,NA
"no","es","Kinship",0.431465066560166,30,NA
"tr","he","Time",0.43147695081049,60,NA
"lt","es","Time",0.431552035062602,63,NA
"fr","pt","Quantity",0.431625548410902,49,NA
"fi","et","Quantity",0.431793464895243,47,NA
"fa","no","Kinship",0.431808342614255,31,NA
"en","ca","Quantity",0.431822084393925,39,NA
"sq","ru","Quantity",0.431889877201684,42,NA
"ca","it","Time",0.432106757182086,59,NA
"fr","eu","Quantity",0.432255865925437,39,NA
"da","en","Kinship",0.432414753974235,24,NA
"el","it","Kinship",0.432426920560271,29,NA
"pl","sv","Time",0.432584749461606,70,NA
"is","he","Quantity",0.432716160029334,43,NA
"cs","is","Quantity",0.432835636318805,52,NA
"cs","nl","Kinship",0.433068702941014,36,0.351071428571429
"no","en","Quantity",0.43319228688613,40,NA
"ar","he","Miscellaneous function words",0.43360400309039,18,NA
"fa","bg","Kinship",0.433758143496442,34,NA
"hu","pl","Time",0.433963909476522,90,NA
"bg","tr","Time",0.433988792130165,77,NA
"hu","el","Kinship",0.434266438321434,34,0.201785714285714
"pl","is","Quantity",0.434531364736404,46,NA
"sk","da","Quantity",0.434798514342003,47,NA
"it","ar","Kinship",0.43480117946988,32,NA
"bg","pl","Kinship",0.434932023543271,31,NA
"pl","it","Quantity",0.434938481889298,41,NA
"el","ca","Quantity",0.435207757051074,43,NA
"lv","da","Quantity",0.435442374527446,38,NA
"pl","pt","Kinship",0.435519986489885,34,NA
"de","eu","Quantity",0.436007259928574,30,NA
"no","es","Quantity",0.436014926144778,42,NA
"lt","fr","Quantity",0.436202284454028,44,NA
"pl","he","Time",0.436892122692672,61,NA
"fr","ca","Time",0.436930939238192,63,NA
"cs","ca","Time",0.436954046049721,60,NA
"eu","ar","Quantity",0.437092448022082,37,NA
"tr","ar","Quantity",0.437344664920554,49,NA
"hr","da","Quantity",0.437617739020508,42,NA
"en","tr","Quantity",0.437908450476472,43,NA
"et","it","Quantity",0.437969474712528,41,NA
"bg","sk","Kinship",0.438152791103648,35,NA
"fa","pl","Time",0.438189457253191,76,NA
"hr","ar","Miscellaneous function words",0.43831160100997,28,NA
"sq","cs","Quantity",0.438648673001212,45,NA
"cs","pt","Kinship",0.438683587694786,36,NA
"pl","da","Quantity",0.43883827847495,43,NA
"lt","ro","Quantity",0.43886703362013,43,NA
"el","en","Time",0.439180646992396,52,NA
"hr","he","Kinship",0.439288930253423,40,NA
"et","it","Time",0.439368633416486,79,NA
