"meaning","language","word","lingpy.cognate","expert.cognate","word.count","corpora.size","corpora.type","corpus","states","taxa","word.type","glottocode","source.ids","mean.roc","sd.roc"
"MZ","Lithuanian","teta","BF","slavic",NA,NA,NA,NA,10,"Lithuanian_ST","kinterm","lith1251",NA,5.05633699459966,0.0175108936667287
"MZ","Oriya","mausi","GG","indian",NA,NA,NA,NA,10,"Oriya","kinterm","oriy1255","DR7(145);IE9(109)",5.05633699459966,0.0175108936667287
"MZ","Norwegian","tante","BS","german",45691,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",10,"Riksmal","kinterm","norw1259","IE89(95)",5.05633699459966,0.0175108936667287
"MZ","Polish","ciotka","EN","iberian",23615,7796796565,"web","Polish Web 2012 (plTenTen12)",10,"Polish","kinterm","poli1260","IE71(266);IE59(142);IE146(754)",5.05633699459966,0.0175108936667287
"MZ","Spanish","tia","AX","iberian",22921,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",10,"Spanish","kinterm","stan1288",NA,5.05633699459966,0.0175108936667287
"MZ","Spanish","tia","AX","iberian",237,1e+08,"spoken","CoE",10,"Spanish","kinterm","stan1288",NA,5.05633699459966,0.0175108936667287
"MZ","Croatian","tetka","BF","slavic",2557,1.21e+09,"web","hrWaC",10,"Serbocroatian_Croatia","kinterm","sout1528","IE65(24);IE20(47);IE63(46)",5.05633699459966,0.0175108936667287
"MZ","Assamese","māhī","GG","indian",NA,NA,NA,NA,10,"Assamese","kinterm","assa1263","IE9(109);IE99(237);IE292",5.05633699459966,0.0175108936667287
"MZ","Icelandic","frænka","DN","misc",4,6.5e+07,"spoken","textasafn",10,"Icelandic_ST","kinterm","icel1247","IE89(91)",5.05633699459966,0.0175108936667287
"MZ","Danish","tante","BS","german",12778,2042601251,"web","Danish Web 2014 (daTenTen14)",10,"Danish","kinterm","dani1285","IE89(95)",5.05633699459966,0.0175108936667287
"MZ","French","tante","CJ","german",110.95,1.5e+07,"written","lexique corpus",10,"French","kinterm","stan1290","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","Russian","тётя","FB","iberian",4541.2,8200000,"written","Russian NC via Leeds",10,"Russian","kinterm","russ1263",NA,5.05633699459966,0.0175108936667287
"MZ","English","aunt","CJ","german",152,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",10,"English_ST","kinterm","stan1293","IE72",5.05633699459966,0.0175108936667287
"MZ","English","aunt","CJ","german",35,17400000,"spoken","CELEX",10,"English_ST","kinterm","stan1293","IE72",5.05633699459966,0.0175108936667287
"MZ","Catalan","tia","AX","iberian",10451,4189954719,"web","Catalan Web 2014 (caTenTen14)",10,"Catalan","kinterm","stan1289","IE285(7);IE286(416)",5.05633699459966,0.0175108936667287
"MZ","Bengali","khālā","GT","urdu",NA,NA,NA,NA,10,"Bengali","kinterm","beng1280","IE508",5.05633699459966,0.0175108936667287
"MZ","Russian","тётя","FB","iberian",206.8,8200000,"spoken","Russian NC via Leeds",10,"Russian","kinterm","russ1263",NA,5.05633699459966,0.0175108936667287
"MZ","Polish","ciotka","EN","iberian",72326,7796796565,"web","Polish Web 2012 (plTenTen12)",10,"Polish","kinterm","poli1260","IE71(266);IE59(142);IE146(754)",5.05633699459966,0.0175108936667287
"MZ","Czech","teta","BF","slavic",28265,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",10,"Czech","kinterm","czec1258","IE146(527);IE288(113)",5.05633699459966,0.0175108936667287
"MZ","Norwegian","tante","BS","german",57439,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",10,"Riksmal","kinterm","norw1259","IE89(95)",5.05633699459966,0.0175108936667287
"MZ","Italian","zia","AX","iberian",24357,2588873046,"web","Italian Web 2010 (itTenTen)",10,"Italian","kinterm","ital1282","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","Ukrainian","títka","EN","iberian",NA,NA,NA,NA,10,"Ukrainian","kinterm","ukra1253","IE146(993);IE297(314);IE299)",5.05633699459966,0.0175108936667287
"MZ","French","tante","CJ","german",88371,9889689889,"web","French Web 2012 (frTenTen12)",10,"French","kinterm","stan1290","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","Bulgarian","леля","AN","iberian",NA,1.95e+09,"spoken","Bulgarian NC",10,"Bulgarian","kinterm","bulg1262",NA,5.05633699459966,0.0175108936667287
"MZ","Frisian","tante","BS","german",NA,NA,NA,NA,10,"Frisian","kinterm","fris1239","IE305",5.05633699459966,0.0175108936667287
"MZ","Belarusian","cëtka","BF","slavic",NA,NA,NA,NA,10,"Byelorussian","kinterm","bela1254","IE146(941);IE296(291,296);IE332(158,139)",5.05633699459966,0.0175108936667287
"MZ","Portuguese","tia","AX","iberian",16750,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",10,"Portuguese_ST","kinterm","port1283","IE80(167)",5.05633699459966,0.0175108936667287
"MZ","Czech","teta","BF","slavic",85697,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",10,"Czech","kinterm","czec1258","IE146(527);IE288(113)",5.05633699459966,0.0175108936667287
"MZ","Swedish","moster","FG","german2",11,1e+06,"written","SUC",10,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",5.05633699459966,0.0175108936667287
"MZ","Portuguese","tia","AX","iberian",39,4.5e+07,"spoken","CoP",10,"Portuguese_ST","kinterm","port1283","IE80(167)",5.05633699459966,0.0175108936667287
"MZ","Italian","zia","AX","iberian",4349,1.3e+08,"written","CORIS",10,"Italian","kinterm","ital1282","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","Slovak","teta","BF","slavic",NA,NA,NA,NA,10,"Slovak","kinterm","slov1269","IE146(587);IE177(100);IE330(22)",5.05633699459966,0.0175108936667287
"MZ","Czech","teta","BF","slavic",188,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",10,"Czech","kinterm","czec1258","IE146(527);IE288(113)",5.05633699459966,0.0175108936667287
"MZ","Polish","ciotka","EN","iberian",2416,3e+08,"written","Polish NC written PELCRA spoken",10,"Polish","kinterm","poli1260","IE71(266);IE59(142);IE146(754)",5.05633699459966,0.0175108936667287
"MZ","Swedish","moster","FG","german2",NA,1e+06,"spoken","SUC",10,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",5.05633699459966,0.0175108936667287
"MZ","Catalan","tia","AX","iberian",8702,4189954719,"web","Catalan Web 2014 (caTenTen14)",10,"Catalan","kinterm","stan1289","IE285(7);IE286(416)",5.05633699459966,0.0175108936667287
"MZ","Czech","teta","BF","slavic",4263,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",10,"Czech","kinterm","czec1258","IE146(527);IE288(113)",5.05633699459966,0.0175108936667287
"MZ","Portuguese","tia","AX","iberian",2354,4.5e+07,"written","CoP",10,"Portuguese_ST","kinterm","port1283","IE80(167)",5.05633699459966,0.0175108936667287
"MZ","Greek","θεία","DE","greek",33081,1958348129,"web","Greek Web 2014 (elTenTen14)",10,"Greek_Mod","kinterm","mode1248",NA,5.05633699459966,0.0175108936667287
"MZ","Italian","zia","AX","iberian",3,1.3e+08,"spoken","CORIS",10,"Italian","kinterm","ital1282","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZD","Lahnda","masēr","HM","indian",NA,NA,NA,NA,11,"Lahnda","kinterm","lahn1241","IE337(134)",3.87745347839901,0.0132851013372306
"MZD","Welsh","cyfnither","FL","celtic",NA,NA,NA,NA,11,"Welsh_C","kinterm","wels1247","IE173(119);IE288(117,118); IE339",3.87745347839901,0.0132851013372306
"MZD","Swedish","kusin","BT","latin",52222,3411216955,"web","Swedish Web 2014 (svTenTen14)",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",3.87745347839901,0.0132851013372306
"MZD","Macedonian","братучеда","AO","slavic",NA,NA,NA,NA,11,"Macedonian","kinterm","mace1250",NA,3.87745347839901,0.0132851013372306
"MZD","Breton","keniterv","AE","celtic",NA,NA,NA,NA,11,"Breton_List","kinterm","bret1244","IE82(95);IE288(117,118)",3.87745347839901,0.0132851013372306
"MZD","Kashmiri","master-beni","HG","indian",NA,NA,NA,NA,11,"Kashmiri","kinterm","kash1277","IE43(230);IE42(40);IE218(194)",3.87745347839901,0.0132851013372306
"MZD","French","cousine","BT","latin",25.14,1.5e+07,"written","lexique corpus",11,"French","kinterm","stan1290","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","Dutch","nicht","CA","dutch",1698995,2576596803,"web","Dutch Web 2014 (nlTenTen14)",11,"Dutch_List","kinterm","dutc1256","IE73",3.87745347839901,0.0132851013372306
"MZD","Romanian","vară","EW","misc",3045,4.1e+07,"written","ROMBAC",11,"Romanian_List","kinterm","roma1327",NA,3.87745347839901,0.0132851013372306
"MZD","Danish","kusine","BT","latin",17183,2042601251,"web","Danish Web 2014 (daTenTen14)",11,"Danish","kinterm","dani1285","IE89(95)",3.87745347839901,0.0132851013372306
"MZD","Ukrainian","kuzy'na","BT","latin",NA,NA,NA,NA,11,"Ukrainian","kinterm","ukra1253","IE146(993)",3.87745347839901,0.0132851013372306
"MZD","Dutch","nicht","CA","dutch",1591,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",11,"Dutch_List","kinterm","dutc1256","IE73",3.87745347839901,0.0132851013372306
"MZD","Spanish","prima","EQ","iberian",145228,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",11,"Spanish","kinterm","stan1288","IE80(156-167)",3.87745347839901,0.0132851013372306
"MZD","English","cousin","CK","latin",21,17400000,"spoken","CELEX",11,"English_ST","kinterm","stan1293","IE72",3.87745347839901,0.0132851013372306
"MZD","Romanian","vară","EW","misc",1757,44729032,"web","Romanian Web (roWaC)",11,"Romanian_List","kinterm","roma1327",NA,3.87745347839901,0.0132851013372306
"MZD","German","Cousine","BT","latin",NA,5400000,"spoken","CELEX",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.87745347839901,0.0132851013372306
"MZD","Dutch","nicht","CA","dutch",470,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",11,"Dutch_List","kinterm","dutc1256","IE73",3.87745347839901,0.0132851013372306
"MZD","Czech","sestřenice","BL","slavic3",17,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",3.87745347839901,0.0132851013372306
"MZD","Swedish","kusin","BT","latin",24,1e+06,"written","SUC",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",3.87745347839901,0.0132851013372306
"MZD","Romanian","vară","EW","misc",3934,44729032,"web","Romanian Web (roWaC)",11,"Romanian_List","kinterm","roma1327",NA,3.87745347839901,0.0132851013372306
"MZD","Sindhi","māsāti","IH","indian",NA,NA,NA,NA,11,"Sindhi","kinterm","sind1272","DR7(99);IE292);IE9(112)",3.87745347839901,0.0132851013372306
"MZD","Romanian","vară","EW","misc",NA,4.1e+07,"spoken","ROMBAC",11,"Romanian_List","kinterm","roma1327",NA,3.87745347839901,0.0132851013372306
"MZD","Polish","kuzynka","BT","latin",27,3e+08,"spoken","Polish NC written PELCRA spoken",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",3.87745347839901,0.0132851013372306
"MZD","Spanish","prima","EQ","iberian",226043,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",11,"Spanish","kinterm","stan1288","IE80(156-167)",3.87745347839901,0.0132851013372306
"MZD","English","cousin","CK","latin",398,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",11,"English_ST","kinterm","stan1293","IE72",3.87745347839901,0.0132851013372306
"MZD","Bulgarian","братовчедка","AO","slavic",3372,1.95e+09,"written","Bulgarian NC",11,"Bulgarian","kinterm","bulg1262",NA,3.87745347839901,0.0132851013372306
"MZD","Dutch","nicht","CA","dutch",1643293,2576596803,"web","Dutch Web 2014 (nlTenTen14)",11,"Dutch_List","kinterm","dutc1256","IE73",3.87745347839901,0.0132851013372306
"MZD","French","cousine","BT","latin",23.72,1.5e+07,"spoken","lexique corpus",11,"French","kinterm","stan1290","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","Czech","sestřenice","BL","slavic3",936,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",3.87745347839901,0.0132851013372306
"MZD","English","cousin","CK","latin",279,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",11,"English_ST","kinterm","stan1293","IE72",3.87745347839901,0.0132851013372306
"MZD","French","cousine","BT","latin",77068,9889689889,"web","French Web 2012 (frTenTen12)",11,"French","kinterm","stan1290","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","English","cousin","CK","latin",563,17400000,"written","CELEX",11,"English_ST","kinterm","stan1293","IE72",3.87745347839901,0.0132851013372306
"MZD","Serbian","rodjak",NA,"slavic2",403,5.54e+08,"web","scWaC",11,"Serbocroatian","kinterm","sout1528",NA,3.87745347839901,0.0132851013372306
"MZD","Spanish","prima","EQ","iberian",364,1e+08,"written","CoE",11,"Spanish","kinterm","stan1288","IE80(156-167)",3.87745347839901,0.0132851013372306
"MZD","Bulgarian","братовчедка","AO","slavic",1383,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",11,"Bulgarian","kinterm","bulg1262",NA,3.87745347839901,0.0132851013372306
"MZD","Albanian","kushërirë","FX","albanian",75,16700000,"written","Albanian NC",11,"Albanian_Top","kinterm","alba1267","IE12(156);IE138(64)",3.87745347839901,0.0132851013372306
"MZD","Italian","cugina","DV","latin",11521,2588873046,"web","Italian Web 2010 (itTenTen)",11,"Italian","kinterm","ital1282","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","Danish","kusine","BT","latin",10736,2042601251,"web","Danish Web 2014 (daTenTen14)",11,"Danish","kinterm","dani1285","IE89(95)",3.87745347839901,0.0132851013372306
"MZD","Swedish","kusin","BT","latin",NA,1e+06,"spoken","SUC",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",3.87745347839901,0.0132851013372306
"MZD","German","Cousine","BT","latin",NA,5400000,"written","CELEX",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.87745347839901,0.0132851013372306
"MZD","Avestan","tūriyō-puθra-","GL","misc",NA,NA,NA,NA,11,"Avestan","kinterm","aves1237","IE507",3.87745347839901,0.0132851013372306
"MZD","Norwegian","kusine","BT","latin",3450,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",11,"Riksmal","kinterm","norw1259","IE89(95)",3.87745347839901,0.0132851013372306
"MZD","Lithuanian","pussesere","EF","misc",NA,NA,NA,NA,11,"Lithuanian_ST","kinterm","lith1251",NA,3.87745347839901,0.0132851013372306
"MZD","Icelandic","frænka","DO","misc",4,6.5e+07,"spoken","textasafn",11,"Icelandic_ST","kinterm","icel1247","IE89(91)",3.87745347839901,0.0132851013372306
"MZD","Italian","cugina","DV","latin",13512,2588873046,"web","Italian Web 2010 (itTenTen)",11,"Italian","kinterm","ital1282","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","Croatian","rodjak","BG","slavic2",568,1.21e+09,"web","hrWaC",11,"Serbocroatian_Croatia","kinterm","sout1528",NA,3.87745347839901,0.0132851013372306
"MZD","Polish","kuzynka","BT","latin",19606,7796796565,"web","Polish Web 2012 (plTenTen12)",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",3.87745347839901,0.0132851013372306
"MZD","Bulgarian","братовчедка","AO","slavic",NA,1.95e+09,"spoken","Bulgarian NC",11,"Bulgarian","kinterm","bulg1262",NA,3.87745347839901,0.0132851013372306
"MZD","Italian","cugina","DV","latin",1,1.3e+08,"spoken","CORIS",11,"Italian","kinterm","ital1282","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","Polish","kuzynka","BT","latin",45880,7796796565,"web","Polish Web 2012 (plTenTen12)",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",3.87745347839901,0.0132851013372306
"MZD","Czech","sestřenice","BL","slavic3",9384,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",3.87745347839901,0.0132851013372306
"MZD","Spanish","prima","EQ","iberian",97,1e+08,"spoken","CoE",11,"Spanish","kinterm","stan1288","IE80(156-167)",3.87745347839901,0.0132851013372306
"MZD","Swedish","kusin","BT","latin",91956,3411216955,"web","Swedish Web 2014 (svTenTen14)",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",3.87745347839901,0.0132851013372306
"MZD","German","Cousine","BT","latin",39863,16534176369,"web","German Web 2013 (deTenTen13)",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.87745347839901,0.0132851013372306
"MZD","Icelandic","frænka","DO","misc",272,6.5e+07,"written","textasafn",11,"Icelandic_ST","kinterm","icel1247","IE89(91)",3.87745347839901,0.0132851013372306
"MZD","Norwegian","kusine","BT","latin",7737,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",11,"Riksmal","kinterm","norw1259","IE89(95)",3.87745347839901,0.0132851013372306
"MZD","Italian","cugina","DV","latin",248,1.3e+08,"written","CORIS",11,"Italian","kinterm","ital1282","IE80(156,167)",3.87745347839901,0.0132851013372306
"MZD","Portuguese","prima","EQ","iberian",1480,4.5e+07,"written","CoP",11,"Portuguese_ST","kinterm","port1283","IE80(166)",3.87745347839901,0.0132851013372306
"MZD","German","Cousine","BT","latin",47665,16534176369,"web","German Web 2013 (deTenTen13)",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.87745347839901,0.0132851013372306
"MZD","Polish","kuzynka","BT","latin",560,3e+08,"written","Polish NC written PELCRA spoken",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",3.87745347839901,0.0132851013372306
"MZD","Portuguese","prima","EQ","iberian",50077,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",11,"Portuguese_ST","kinterm","port1283","IE80(166)",3.87745347839901,0.0132851013372306
"MZD","Greek","ξαδερφη","DF","greek",164,1958348129,"web","Greek Web 2014 (elTenTen14)",11,"Greek_Mod","kinterm","mode1248",NA,3.87745347839901,0.0132851013372306
"MZD","Albanian","kushërirë","FX","albanian",38,16700000,"spoken","Albanian NC",11,"Albanian_Top","kinterm","alba1267","IE12(156);IE138(64)",3.87745347839901,0.0132851013372306
"MZD","Portuguese","prima","EQ","iberian",24,4.5e+07,"spoken","CoP",11,"Portuguese_ST","kinterm","port1283","IE80(166)",3.87745347839901,0.0132851013372306
"MZD","Czech","sestřenice","BL","slavic3",16302,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",3.87745347839901,0.0132851013372306
"MZD","Slovak","sesternica","BL","slavic3",NA,NA,NA,NA,11,"Slovak","kinterm","slov1269","IE146(588);IE177(101)",3.87745347839901,0.0132851013372306
"MZD","Catalan","cosina","AY","latin",696,4189954719,"web","Catalan Web 2014 (caTenTen14)",11,"Catalan","kinterm","stan1289","IE286(416)",3.87745347839901,0.0132851013372306
"MZD","Portuguese","prima","EQ","iberian",18324,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",11,"Portuguese_ST","kinterm","port1283","IE80(166)",3.87745347839901,0.0132851013372306
"MZD","Frisian","nicht","CA","dutch",NA,NA,NA,NA,11,"Frisian","kinterm","fris1239","IE305;IE307;IE348",3.87745347839901,0.0132851013372306
"MZD","Catalan","cosina","AY","latin",753,4189954719,"web","Catalan Web 2014 (caTenTen14)",11,"Catalan","kinterm","stan1289","IE286(416)",3.87745347839901,0.0132851013372306
"MZS","Romanian","văr","EX","iberian",198,44729032,"web","Romanian Web (roWaC)",11,"Romanian_List","kinterm","roma1327",NA,4.16150008280831,0.0134001669082929
"MZS","Welsh","cefnder","FM","celtic",NA,NA,NA,NA,11,"Welsh_C","kinterm","wels1247","IE173(119);IE288(117,118); IE339",4.16150008280831,0.0134001669082929
"MZS","Spanish","primo","ER","iberian",72105,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",11,"Spanish","kinterm","stan1288","IE80(156-167)",4.16150008280831,0.0134001669082929
"MZS","Spanish","primo","ER","iberian",74,1e+08,"spoken","CoE",11,"Spanish","kinterm","stan1288","IE80(156-167)",4.16150008280831,0.0134001669082929
"MZS","Dutch","neef","CB","german2",4184,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",11,"Dutch_List","kinterm","dutc1256","IE73",4.16150008280831,0.0134001669082929
"MZS","Avestan","tūriyō-puθra-","GM","misc",NA,NA,NA,NA,11,"Avestan","kinterm","aves1237","IE507",4.16150008280831,0.0134001669082929
"MZS","German","Cousin","CR","latin",55116,16534176369,"web","German Web 2013 (deTenTen13)",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",4.16150008280831,0.0134001669082929
"MZS","Norwegian","fetter","BU","german",5375,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",11,"Riksmal","kinterm","norw1259","IE89(95)",4.16150008280831,0.0134001669082929
"MZS","Breton","kenderv","AF","celtic",NA,NA,NA,NA,11,"Breton_List","kinterm","bret1244","IE82(91,93);IE288(117,118)",4.16150008280831,0.0134001669082929
"MZS","Dutch","neef","CB","german2",13051,2576596803,"web","Dutch Web 2014 (nlTenTen14)",11,"Dutch_List","kinterm","dutc1256","IE73",4.16150008280831,0.0134001669082929
"MZS","English","cousin","CL","latin",398,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",11,"English_ST","kinterm","stan1293","IE72",4.16150008280831,0.0134001669082929
"MZS","Spanish","primo","ER","iberian",359650,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",11,"Spanish","kinterm","stan1288","IE80(156-167)",4.16150008280831,0.0134001669082929
"MZS","Serbian","rodjak",NA,"slavic2",403,5.54e+08,"web","scWaC",11,"Serbocroatian","kinterm","sout1528","IE20(50)",4.16150008280831,0.0134001669082929
"MZS","Swedish","kusin","CR","latin",52222,3411216955,"web","Swedish Web 2014 (svTenTen14)",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",4.16150008280831,0.0134001669082929
"MZS","Polish","kuzyn","CR","latin",25090,7796796565,"web","Polish Web 2012 (plTenTen12)",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",4.16150008280831,0.0134001669082929
"MZS","Czech","bratranec","BM","slavic",1731,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",4.16150008280831,0.0134001669082929
"MZS","Dutch","neef","CB","german2",26199,2576596803,"web","Dutch Web 2014 (nlTenTen14)",11,"Dutch_List","kinterm","dutc1256","IE73",4.16150008280831,0.0134001669082929
"MZS","Norwegian","fetter","BU","german",8957,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",11,"Riksmal","kinterm","norw1259","IE89(95)",4.16150008280831,0.0134001669082929
"MZS","Lahnda","masēr","HN","indian",NA,NA,NA,NA,11,"Lahnda","kinterm","lahn1241","IE337(134)",4.16150008280831,0.0134001669082929
"MZS","English","cousin","CL","latin",279,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",11,"English_ST","kinterm","stan1293","IE72",4.16150008280831,0.0134001669082929
"MZS","Catalan","cosí","AZ","latin",64,4189954719,"web","Catalan Web 2014 (caTenTen14)",11,"Catalan","kinterm","stan1289","IE286(416)",4.16150008280831,0.0134001669082929
"MZS","Danish","fætter","BU","german",17249,2042601251,"web","Danish Web 2014 (daTenTen14)",11,"Danish","kinterm","dani1285","IE89(95)",4.16150008280831,0.0134001669082929
"MZS","Lithuanian","pusbrolis","EG","misc",NA,NA,NA,NA,11,"Lithuanian_ST","kinterm","lith1251","IE288(117,118,119)",4.16150008280831,0.0134001669082929
"MZS","Croatian","rodjak","BH","slavic2",568,1.21e+09,"web","hrWaC",11,"Serbocroatian_Croatia","kinterm","sout1528","IE20(50)",4.16150008280831,0.0134001669082929
"MZS","Swedish","kusin","CR","latin",91956,3411216955,"web","Swedish Web 2014 (svTenTen14)",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",4.16150008280831,0.0134001669082929
"MZS","Italian","cugino","DW","latin",30628,2588873046,"web","Italian Web 2010 (itTenTen)",11,"Italian","kinterm","ital1282","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","German","Cousin","CR","latin",NA,5400000,"spoken","CELEX",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",4.16150008280831,0.0134001669082929
"MZS","Swedish","kusin","CR","latin",24,1e+06,"written","SUC",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",4.16150008280831,0.0134001669082929
"MZS","Kashmiri","mastur-boi","HH","indian",NA,NA,NA,NA,11,"Kashmiri","kinterm","kash1277","IE43(230);IE42(40);IE121(225);IE218(194)",4.16150008280831,0.0134001669082929
"MZS","French","cousin","CR","latin",264920,9889689889,"web","French Web 2012 (frTenTen12)",11,"French","kinterm","stan1290","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","Czech","bratranec","BM","slavic",8732,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",4.16150008280831,0.0134001669082929
"MZS","Italian","cugino","DW","latin",3089,1.3e+08,"written","CORIS",11,"Italian","kinterm","ital1282","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","English","cousin","CL","latin",563,17400000,"written","CELEX",11,"English_ST","kinterm","stan1293","IE72",4.16150008280831,0.0134001669082929
"MZS","Portuguese","primo","ER","iberian",33139,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",11,"Portuguese_ST","kinterm","port1283","IE80(166)",4.16150008280831,0.0134001669082929
"MZS","Albanian","kushëri","FY","albanian",97,16700000,"spoken","Albanian NC",11,"Albanian_Top","kinterm","alba1267","IE12(156);IE138(73)",4.16150008280831,0.0134001669082929
"MZS","German","Cousin","CR","latin",25,5400000,"written","CELEX",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",4.16150008280831,0.0134001669082929
"MZS","Portuguese","primo","ER","iberian",39,4.5e+07,"spoken","CoP",11,"Portuguese_ST","kinterm","port1283","IE80(166)",4.16150008280831,0.0134001669082929
"MZS","Bulgarian","братовчед","AP","slavic",NA,1.95e+09,"spoken","Bulgarian NC",11,"Bulgarian","kinterm","bulg1262",NA,4.16150008280831,0.0134001669082929
"MZS","Bulgarian","братовчед","AP","slavic",3239,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",11,"Bulgarian","kinterm","bulg1262",NA,4.16150008280831,0.0134001669082929
"MZS","Bulgarian","братовчед","AP","slavic",10154,1.95e+09,"written","Bulgarian NC",11,"Bulgarian","kinterm","bulg1262",NA,4.16150008280831,0.0134001669082929
"MZS","Polish","kuzyn","CR","latin",71586,7796796565,"web","Polish Web 2012 (plTenTen12)",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",4.16150008280831,0.0134001669082929
"MZS","Icelandic","frændi","DP","misc",17,6.5e+07,"spoken","textasafn",11,"Icelandic_ST","kinterm","icel1247","IE89(91)",4.16150008280831,0.0134001669082929
"MZS","French","cousin","CR","latin",21,1.5e+07,"spoken","lexique corpus",11,"French","kinterm","stan1290","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","French","cousin","CR","latin",115405,9889689889,"web","French Web 2012 (frTenTen12)",11,"French","kinterm","stan1290","IE80(156,167)",4.16150008280831,0.0134001669082929
